symbol,name,broad_sector,micro_sector
DPABHUSHAN,D. P. Abhushan,Lifestyle & Jewellery,Jewellery Retail
SKYGOLD,Sky Gold And Diamonds,Lifestyle & Jewellery,Jewellery Manufacturing & Exports
GOLDIAM,Goldiam International,Lifestyle & Jewellery,Jewellery Manufacturing & Exports
VAIBHAVGBL,Vaibhav Global,Lifestyle & Jewellery,Jewellery Manufacturing & Exports
SHRINGARMS,Shringar House of Mangalsutra,Lifestyle & Jewellery,Jewellery Manufacturing & Exports
SHANTIGOLD,Shanti Gold International,Lifestyle & Jewellery,Jewellery Manufacturing & Exports
RGL,Renaissance Global,Lifestyle & Jewellery,Jewellery Manufacturing & Exports
SHANKESH,Shankesh Jewellers,Lifestyle & Jewellery,Jewellery Manufacturing & Exports
RBZJEWEL,RBZ Jewellers,Lifestyle & Jewellery,Jewellery Manufacturing & Exports
PRIORITY,Priority Jewels,Lifestyle & Jewellery,Jewellery Manufacturing & Exports
RAMBHAJO,Advit Jewels,Lifestyle & Jewellery,Jewellery Manufacturing & Exports
AUGMONT,Augmont Enterprises,Lifestyle & Jewellery,Jewellery Manufacturing & Exports
TIMEX,Timex Group India,Lifestyle & Jewellery,Watches & Accessories
ETHOSLTD,Ethos,Lifestyle & Jewellery,Watches & Accessories
KDDL,KDDL,Lifestyle & Jewellery,Watches & Accessories
METROBRAND,Metro Brands,Lifestyle & Jewellery,Footwear
BATAINDIA,Bata India,Lifestyle & Jewellery,Footwear
RELAXO,Relaxo Footwears,Lifestyle & Jewellery,Footwear
CAMPUS,Campus Activewear,Lifestyle & Jewellery,Footwear
REDTAPE,Redtape,Lifestyle & Jewellery,Footwear
BIL,Bhartiya International,Lifestyle & Jewellery,Footwear
SAFARI,Safari Industries (India),Lifestyle & Jewellery,Luggage & Accessories
VIPIND,VIP Industries,Lifestyle & Jewellery,Luggage & Accessories
STUDDS,Studds Accessories,Lifestyle & Jewellery,Luggage & Accessories
VOLTAS,Voltas,Consumer Durables,Air Conditioning & Refrigeration
BOSCH-HCIL,Bosch Home Comfort India,Consumer Durables,Air Conditioning & Refrigeration
SYMPHONY,Symphony,Consumer Durables,Air Conditioning & Refrigeration
EPACK,EPACK Durable,Consumer Durables,Air Conditioning & Refrigeration
CROMPTON,Crompton Greaves Consumer Electricals,Consumer Durables,Consumer Electricals
BAJAJELEC,Bajaj Electricals,Consumer Durables,Consumer Electricals
ORIENTELEC,Orient Electric,Consumer Durables,Consumer Electricals
WEL,Wonder Electricals,Consumer Durables,Consumer Electricals
WHIRLPOOL,Whirlpool of India,Consumer Durables,Home & Kitchen Appliances
IFBIND,IFB Industries,Consumer Durables,Home & Kitchen Appliances
EUREKAFORB,Eureka Forbes,Consumer Durables,Home & Kitchen Appliances
TTKPRESTIG,TTK Prestige,Consumer Durables,Home & Kitchen Appliances
HAWKINCOOK,Hawkins Cookers,Consumer Durables,Home & Kitchen Appliances
STOVEKRAFT,Stove Kraft,Consumer Durables,Home & Kitchen Appliances
HINDWAREAP,Hindware Home Innovation,Consumer Durables,Home & Kitchen Appliances
ONIDA,Onida Electronics,Consumer Durables,Consumer Electronics
CELLO,Cello World,Consumer Durables,Housewares & Furnishings
BOROLTD,Borosil,Consumer Durables,Housewares & Furnishings
LAOPALA,La Opala RG,Consumer Durables,Housewares & Furnishings
NILKAMAL,Nilkamal,Consumer Durables,Housewares & Furnishings
CARYSIL,Carysil,Consumer Durables,Housewares & Furnishings
SFL,Sheela Foam,Consumer Durables,Housewares & Furnishings
WAKEFIT,Wakefit Innovations,Consumer Durables,Housewares & Furnishings
STYLAMIND,Stylam Industries,Construction Materials,Wood Panels & Laminates
TIMETECHNO,Time Technoplast,"Paper, Packaging & Plastics",Rigid & Specialty Packaging
EPL,EPL,"Paper, Packaging & Plastics",Rigid & Specialty Packaging
AGI,AGI Greenpac,"Paper, Packaging & Plastics",Rigid & Specialty Packaging
MOLDTKPAC,Mold-Tek Packaging,"Paper, Packaging & Plastics",Rigid & Specialty Packaging
TCPLPACK,TCPL Packaging,"Paper, Packaging & Plastics",Rigid & Specialty Packaging
COMSYN,Commercial Syn Bags,"Paper, Packaging & Plastics",Rigid & Specialty Packaging
KNACK,Knack Packaging,"Paper, Packaging & Plastics",Rigid & Specialty Packaging
ARROWGREEN,Arrow Greentech,"Paper, Packaging & Plastics",Rigid & Specialty Packaging
UFLEX,UFLEX,"Paper, Packaging & Plastics",Films & Flexible Packaging
COSMOFIRST,Cosmo First,"Paper, Packaging & Plastics",Films & Flexible Packaging
HUHTAMAKI,Huhtamaki India,"Paper, Packaging & Plastics",Films & Flexible Packaging
HINDUNILVR,Hindustan Unilever,FMCG,Personal & Home Care
MARICO,Marico,FMCG,Personal & Home Care
GODREJCP,Godrej Consumer Products,FMCG,Personal & Home Care
DABUR,Dabur India,FMCG,Personal & Home Care
COLPAL,Colgate Palmolive (India),FMCG,Personal & Home Care
PGHH,Procter & Gamble Hygiene and Health Care,FMCG,Personal & Home Care
GILLETTE,Gillette India,FMCG,Personal & Home Care
EMAMILTD,Emami,FMCG,Personal & Home Care
HONASA,Honasa Consumer,FMCG,Personal & Home Care
JYOTHYLAB,Jyothy Labs,FMCG,Personal & Home Care
BAJAJCON,Bajaj Consumer Care,FMCG,Personal & Home Care
CUPID,Cupid,FMCG,Personal & Home Care
NESTLEIND,Nestle India,FMCG,Packaged Foods
BRITANNIA,Britannia Industries,FMCG,Packaged Foods
TATACONSUM,Tata Consumer Products,FMCG,Packaged Foods
ZYDUSWELL,Zydus Wellness,FMCG,Packaged Foods
BIKAJI,Bikaji Foods International,FMCG,Packaged Foods
BECTORFOOD,Mrs. Bectors Food Specialities,FMCG,Packaged Foods
GOPAL,Gopal Snacks,FMCG,Packaged Foods
DIAMONDYD,Prataap Snacks,FMCG,Packaged Foods
TASTYBITE,Tasty Bite Eatables,FMCG,Packaged Foods
ADFFOODS,ADF Foods,FMCG,Packaged Foods
ORKLAINDIA,Orkla India,FMCG,Packaged Foods
KWIL,Kwality Wall's (India),FMCG,Packaged Foods
VADILALIND,Vadilal Industries,FMCG,Packaged Foods
HEXAGON,Hexagon Nutrition,FMCG,Packaged Foods
GANESHCP,Ganesh Consumer Products,FMCG,Packaged Foods
HATSUN,Hatsun Agro Product,FMCG,Dairy
MILKYMIST,Milky Mist Dairy Food,FMCG,Dairy
DODLA,Dodla Dairy,FMCG,Dairy
HERITGFOOD,Heritage Foods,FMCG,Dairy
PARAGMILK,Parag Milk Foods,FMCG,Dairy
PATANJALI,Patanjali Foods,FMCG,Edible Oils
AWL,AWL Agri Business,FMCG,Edible Oils
GOKULAGRO,Gokul Agro Resources,FMCG,Edible Oils
BCLIND,Bcl Industries,FMCG,Edible Oils
UBL,United Breweries,FMCG,Alcoholic Beverages
SDBL,Som Distilleries & Breweries,FMCG,Alcoholic Beverages
UNITDSPR,United Spirits,FMCG,Alcoholic Beverages
RADICO,Radico Khaitan,FMCG,Alcoholic Beverages
ABDL,Allied Blenders and Distillers,FMCG,Alcoholic Beverages
TI,Tilaknagar Industries,FMCG,Alcoholic Beverages
PICCADIL,Piccadily Agro Industries,FMCG,Alcoholic Beverages
GLOBUSSPR,Globus Spirits,FMCG,Alcoholic Beverages
GMBREW,GM Breweries,FMCG,Alcoholic Beverages
ASALCBR,Associated Alcohols & Breweries,FMCG,Alcoholic Beverages
SULA,Sula Vineyards,FMCG,Alcoholic Beverages
VBL,Varun Beverages,FMCG,Non-Alcoholic Beverages
VINCOFE,Vintage Coffee And Beverages,FMCG,Non-Alcoholic Beverages
CCL,CCL Products (India),FMCG,Non-Alcoholic Beverages
ITC,ITC,FMCG,Tobacco
GODFRYPHLP,Godfrey Phillips India,FMCG,Tobacco
VSTIND,VST Industries,FMCG,Tobacco
ELITECON,Elitecon International,FMCG,Tobacco
BALRAMCHIN,Balrampur Chini Mills,Agri & Food Commodities,Sugar & Ethanol
TRIVENI,Triveni Engineering & Industries,Agri & Food Commodities,Sugar & Ethanol
RENUKA,Shree Renuka Sugars,Agri & Food Commodities,Sugar & Ethanol
BAJAJHIND,Bajaj Hindusthan Sugar,Agri & Food Commodities,Sugar & Ethanol
DALMIASUG,Dalmia Bharat Sugar and Industries,Agri & Food Commodities,Sugar & Ethanol
AVADHSUGAR,Avadh Sugar & Energy,Agri & Food Commodities,Sugar & Ethanol
DHAMPURSUG,Dhampur Sugar Mills,Agri & Food Commodities,Sugar & Ethanol
UTTAMSUGAR,Uttam Sugar Mills,Agri & Food Commodities,Sugar & Ethanol
DWARKESH,Dwarikesh Sugar Industries,Agri & Food Commodities,Sugar & Ethanol
MAGADSUGAR,Magadh Sugar & Energy,Agri & Food Commodities,Sugar & Ethanol
UGARSUGAR,Ugar Sugar Works,Agri & Food Commodities,Sugar & Ethanol
MAWANASUG,Mawana Sugars,Agri & Food Commodities,Sugar & Ethanol
DAVANGERE,Davangere Sugar Company,Agri & Food Commodities,Sugar & Ethanol
PONNIERODE,Ponni Sugars (Erode),Agri & Food Commodities,Sugar & Ethanol
DBOL,Dhampur Bio Organics,Agri & Food Commodities,Sugar & Ethanol
TRUALT,TruAlt Bioenergy,Agri & Food Commodities,Sugar & Ethanol
LTFOODS,LT Foods,Agri & Food Commodities,Rice & Agri Processing
KRBL,KRBL,Agri & Food Commodities,Rice & Agri Processing
GRMOVER,GRM Overseas,Agri & Food Commodities,Rice & Agri Processing
CLSEL,Chaman Lal Setia Exports,Agri & Food Commodities,Rice & Agri Processing
AEROPLANE,Amir Chand Jagdish Kumar (Exports),Agri & Food Commodities,Rice & Agri Processing
REGAAL,Regaal Resources,Agri & Food Commodities,Rice & Agri Processing
GAEL,Gujarat Ambuja Exports,Agri & Food Commodities,Rice & Agri Processing
MANORAMA,Manorama Industries,Agri & Food Commodities,Rice & Agri Processing
MCLEODRUSS,Mcleod Russel India,Agri & Food Commodities,Rice & Agri Processing
AVANTIFEED,Avanti Feeds,Agri & Food Commodities,"Animal Feed, Poultry & Seafood"
GODREJAGRO,Godrej Agrovet,Agri & Food Commodities,"Animal Feed, Poultry & Seafood"
VENKEYS,Venky's (India),Agri & Food Commodities,"Animal Feed, Poultry & Seafood"
APEX,Apex Frozen Foods,Agri & Food Commodities,"Animal Feed, Poultry & Seafood"
SHINDL,Sharat Industries,Agri & Food Commodities,"Animal Feed, Poultry & Seafood"
SKMEGGPROD,SKM Egg Products Export (India),Agri & Food Commodities,"Animal Feed, Poultry & Seafood"
HMAAGRO,HMA Agro Industries,Agri & Food Commodities,"Animal Feed, Poultry & Seafood"
MUKKA,Mukka Proteins,Agri & Food Commodities,"Animal Feed, Poultry & Seafood"
DMART,Avenue Supermarts,Consumer Services & Retail,"Fashion, Value & Grocery Retail"
PWL,Physicswallah,Consumer Services & Retail,Education
CRIZAC,Crizac,Consumer Services & Retail,Education
SEIL,Shanti Educational Initiatives,Consumer Services & Retail,Education
NIITMTS,NIIT Learning Systems,Consumer Services & Retail,Education
VERANDA,Veranda Learning Solutions,Consumer Services & Retail,Education
NIITLTD,NIIT,Consumer Services & Retail,Education
JARO,Jaro Institute of Technology Management and Research,Consumer Services & Retail,Education
GLOBAL,Global Education,Consumer Services & Retail,Education
ALLTIME,All Time Plastics,Consumer Durables,Housewares & Furnishings
RELIANCE,Reliance Industries,"Oil, Gas & Energy",Oil Refining & Marketing
IOC,Indian Oil Corporation,"Oil, Gas & Energy",Oil Refining & Marketing
BPCL,Bharat Petroleum Corporation,"Oil, Gas & Energy",Oil Refining & Marketing
HINDPETRO,Hindustan Petroleum Corporation,"Oil, Gas & Energy",Oil Refining & Marketing
MRPL,Mangalore Refinery and Petrochemicals,"Oil, Gas & Energy",Oil Refining & Marketing
CHENNPETRO,Chennai Petroleum Corporation,"Oil, Gas & Energy",Oil Refining & Marketing
ONGC,Oil & Natural Gas Corporation,"Oil, Gas & Energy",Oil & Gas Exploration
OIL,Oil India,"Oil, Gas & Energy",Oil & Gas Exploration
ANTELOPUS,Antelopus Selan Energy,"Oil, Gas & Energy",Oil & Gas Exploration
PRABHA,Prabha Energy,"Oil, Gas & Energy",Oil & Gas Exploration
HINDOILEXP,Hindustan Oil Exploration Company,"Oil, Gas & Energy",Oil & Gas Exploration
DEEPINDS,Deep Industries,"Oil, Gas & Energy",Oilfield Services
DOLPHIN,Dolphin Offshore Enterprises (India),"Oil, Gas & Energy",Oilfield Services
ASIANENE,Asian Energy Services,"Oil, Gas & Energy",Oilfield Services
JINDRILL,Jindal Drilling And Industries,"Oil, Gas & Energy",Oilfield Services
SOUTHWEST,South West Pinnacle Exploration,"Oil, Gas & Energy",Oilfield Services
ATGL,Adani Total Gas,"Oil, Gas & Energy",City Gas Distribution
IGL,Indraprastha Gas,"Oil, Gas & Energy",City Gas Distribution
MGL,Mahanagar Gas,"Oil, Gas & Energy",City Gas Distribution
GUJENERGY,Gujarat Energy,"Oil, Gas & Energy",City Gas Distribution
IRMENERGY,IRM Energy,"Oil, Gas & Energy",City Gas Distribution
GAIL,GAIL (India),"Oil, Gas & Energy","Gas, LNG & Energy Logistics"
PETRONET,Petronet LNG,"Oil, Gas & Energy","Gas, LNG & Energy Logistics"
AEGISLOG,Aegis Logistics,"Oil, Gas & Energy","Gas, LNG & Energy Logistics"
AEGISVOPAK,Aegis Vopak Terminals,"Oil, Gas & Energy","Gas, LNG & Energy Logistics"
CONFIPET,Confidence Petroleum India,"Oil, Gas & Energy","Gas, LNG & Energy Logistics"
CASTROLIND,Castrol India,"Oil, Gas & Energy",Lubricants & Specialty Oils
PANAMAPET,Panama Petrochem,"Oil, Gas & Energy",Lubricants & Specialty Oils
GANDHAR,Gandhar Oil Refinery (India),"Oil, Gas & Energy",Lubricants & Specialty Oils
COALINDIA,Coal India,Metals & Mining,Mining & Minerals
GMDCLTD,Gujarat Mineral Development Corporation,Metals & Mining,Mining & Minerals
CMLL,Caliber Mining and Logistics,Metals & Mining,Mining & Minerals
NTPC,NTPC,Power & Utilities,Integrated & Thermal Power
ADANIPOWER,Adani Power,Power & Utilities,Integrated & Thermal Power
TATAPOWER,Tata Power Company,Power & Utilities,Integrated & Thermal Power
JSWENERGY,JSW Energy,Power & Utilities,Integrated & Thermal Power
TORNTPOWER,Torrent Power,Power & Utilities,Integrated & Thermal Power
VEDPOWER,Vedanta Power,Power & Utilities,Integrated & Thermal Power
JPPOWER,Jaiprakash Power Ventures,Power & Utilities,Integrated & Thermal Power
RPOWER,Reliance Power,Power & Utilities,Integrated & Thermal Power
RTNPOWER,RattanIndia Power,Power & Utilities,Integrated & Thermal Power
CESC,CESC,Power & Utilities,Integrated & Thermal Power
NLCINDIA,NLC India,Power & Utilities,Integrated & Thermal Power
GIPCL,Gujarat Industries Power Company,Power & Utilities,Integrated & Thermal Power
RELINFRA,Reliance Infrastructure,Power & Utilities,Integrated & Thermal Power
GMRP&UI,GMR Power and Urban Infra,Power & Utilities,Integrated & Thermal Power
POWERGRID,Power Grid Corporation of India,Power & Utilities,Power Transmission & Trading
ADANIENSOL,Adani Energy Solutions,Power & Utilities,Power Transmission & Trading
PTC,PTC India,Power & Utilities,Power Transmission & Trading
ADANIGREEN,Adani Green Energy,Power & Utilities,Renewable Power Producers
NTPCGREEN,NTPC Green Energy,Power & Utilities,Renewable Power Producers
NHPC,NHPC,Power & Utilities,Renewable Power Producers
ACMESOLAR,Acme Solar Holdings,Power & Utilities,Renewable Power Producers
SJVN,SJVN,Power & Utilities,Renewable Power Producers
CLEANMAX,Clean Max Enviro Energy Solutions,Power & Utilities,Renewable Power Producers
JNPR,Juniper Green Energy,Power & Utilities,Renewable Power Producers
GREENPOWER,Orient Green Power Company,Power & Utilities,Renewable Power Producers
INOXGREEN,Inox Green Energy Services,Power & Utilities,Renewable Power Producers
ENRIN,Siemens Energy India,Capital Goods,Power T&D Equipment
GKENERGY,GK Energy,Capital Goods,Renewable EPC & Solutions
BAJEL,Bajel Projects,Construction & Infrastructure,Power & T&D EPC
CEWATER,Concord Enviro Systems,Construction & Infrastructure,Water & Environment Infrastructure
ADANIENT,Adani Enterprises,Diversified,Conglomerates
REFEX,Refex Industries,Diversified,Conglomerates
BBTC,Bombay Burmah Trading Corporation,Diversified,Conglomerates
DLF,DLF,Real Estate,Real Estate Developers - Large
LODHA,Lodha Developers,Real Estate,Real Estate Developers - Large
OBEROIRLTY,Oberoi Realty,Real Estate,Real Estate Developers - Large
GODREJPROP,Godrej Properties,Real Estate,Real Estate Developers - Large
PRESTIGE,Prestige Estates Projects,Real Estate,Real Estate Developers - Large
BRIGADE,Brigade Enterprises,Real Estate,Real Estate Developers - Large
SOBHA,Sobha,Real Estate,Real Estate Developers - Large
SIGNATURE,Signatureglobal (India),Real Estate,Real Estate Developers - Large
MAHLIFE,Mahindra Lifespace Developers,Real Estate,Real Estate Developers - Mid & Small
PURVA,Puravankara,Real Estate,Real Estate Developers - Mid & Small
RUSTOMJEE,Keystone Realtors,Real Estate,Real Estate Developers - Mid & Small
SUNTECK,Sunteck Realty,Real Estate,Real Estate Developers - Mid & Small
RAYMONDREL,Raymond Realty,Real Estate,Real Estate Developers - Mid & Small
KOLTEPATIL,Kolte - Patil Developers,Real Estate,Real Estate Developers - Mid & Small
ARVSMART,Arvind SmartSpaces,Real Estate,Real Estate Developers - Mid & Small
AJMERA,Ajmera Realty & Infra India,Real Estate,Real Estate Developers - Mid & Small
ARKADE,Arkade Developers,Real Estate,Real Estate Developers - Mid & Small
SHRIRAMPPS,Shriram Properties,Real Estate,Real Estate Developers - Mid & Small
SURAJEST,Suraj Estate Developers,Real Estate,Real Estate Developers - Mid & Small
NILASPACES,Nila Spaces,Real Estate,Real Estate Developers - Mid & Small
MIIL,Meghna Infracon Infrastructure,Real Estate,Real Estate Developers - Mid & Small
AGIIL,Agi Infra,Real Estate,Real Estate Developers - Mid & Small
GANESHHOU,Ganesh Housing,Real Estate,Real Estate Developers - Mid & Small
DBREALTY,Valor Estate,Real Estate,Real Estate Developers - Mid & Small
HUBTOWN,Hubtown,Real Estate,Real Estate Developers - Mid & Small
OMAXE,Omaxe,Real Estate,Real Estate Developers - Mid & Small
TARC,TARC,Real Estate,Real Estate Developers - Mid & Small
MARATHON,Marathon Nextgen Realty,Real Estate,Real Estate Developers - Mid & Small
UNITECH,Unitech,Real Estate,Real Estate Developers - Mid & Small
IBULLSLTD,Indiabulls,Real Estate,Real Estate Developers - Mid & Small
ALEMBICLTD,Alembic,Real Estate,Real Estate Developers - Mid & Small
PHOENIXLTD,Phoenix Mills,Real Estate,Commercial & Rental Real Estate
ANANTRAJ,Anant Raj,Real Estate,Commercial & Rental Real Estate
EMBDL,Embassy Developments,Real Estate,Commercial & Rental Real Estate
HEMIPROP,Hemisphere Properties India,Real Estate,Commercial & Rental Real Estate
PROZONER,Prozone Realty,Real Estate,Commercial & Rental Real Estate
ABREL,Aditya Birla Real Estate,Real Estate,Commercial & Rental Real Estate
MAXESTATES,Max Estates,Real Estate,Commercial & Rental Real Estate
HORIZONIND,Horizon Industrial Parks,Real Estate,Commercial & Rental Real Estate
WEWORK,WeWork India Management,Real Estate,Coworking & Real Estate Services
SMARTWORKS,Smartworks Coworking Spaces,Real Estate,Coworking & Real Estate Services
EFCIL,EFC (I),Real Estate,Coworking & Real Estate Services
AURUM,Aurum PropTech,Real Estate,Coworking & Real Estate Services
AWFIS,Awfis Space Solutions,Real Estate,Coworking & Real Estate Services
TEXINFRA,Texmaco Infrastructure & Holdings,Real Estate,Coworking & Real Estate Services
JSWSTEEL,JSW Steel,Metals & Mining,Steel - Large Integrated
TATASTEEL,Tata Steel,Metals & Mining,Steel - Large Integrated
JINDALSTEL,Jindal Steel,Metals & Mining,Steel - Large Integrated
SAIL,Steel Authority of India,Metals & Mining,Steel - Large Integrated
NSLNISP,NMDC Steel,Metals & Mining,Steel - Large Integrated
SHYAMMETL,Shyam Metalics and Energy,Metals & Mining,Steel - Secondary & Long Products
SARDAEN,Sarda Energy & Minerals,Metals & Mining,Steel - Secondary & Long Products
GPIL,Godawari Power And Ispat,Metals & Mining,Steel - Secondary & Long Products
GALLANTT,Gallantt Ispat,Metals & Mining,Steel - Secondary & Long Products
JAYNECOIND,Jayaswal Neco Industries,Metals & Mining,Steel - Secondary & Long Products
SUNFLAG,Sunflag Iron And Steel Company,Metals & Mining,Steel - Secondary & Long Products
JAIBALAJI,Jai Balaji Industries,Metals & Mining,Steel - Secondary & Long Products
KSL,Kalyani Steels,Metals & Mining,Steel - Secondary & Long Products
VSSL,Vardhman Special Steels,Metals & Mining,Steel - Secondary & Long Products
PRAKASH,Prakash Industries,Metals & Mining,Steel - Secondary & Long Products
MSPL,MSP Steel & Power,Metals & Mining,Steel - Secondary & Long Products
RHETAN,Rhetan TMT,Metals & Mining,Steel - Secondary & Long Products
STEELXIND,Steel Exchange India,Metals & Mining,Steel - Secondary & Long Products
KAMDHENU,Kamdhenu,Metals & Mining,Steel - Secondary & Long Products
ELECTHERM,Electrotherm (India),Metals & Mining,Steel - Secondary & Long Products
BLEL,Behari Lal Engineering,Metals & Mining,Steel - Secondary & Long Products
LLOYDSENT,Lloyds Enterprises,Metals & Mining,Steel - Secondary & Long Products
JSL,Jindal Stainless,Metals & Mining,Stainless Steel
RSL,Rajputana Stainless,Metals & Mining,Stainless Steel
MWL,Mangalam Worldwide,Metals & Mining,Stainless Steel
WELSPLSOL,Welspun Specialty Solutions,Metals & Mining,Stainless Steel
RATNAVEER,Ratnaveer Precision Engineering,Metals & Mining,Stainless Steel
WELCORP,Welspun Corp,Metals & Mining,Steel Pipes & Tubes
APLAPOLLO,APL Apollo Tubes,Metals & Mining,Steel Pipes & Tubes
RATNAMANI,Ratnamani Metals & Tubes,Metals & Mining,Steel Pipes & Tubes
JINDALSAW,Jindal Saw,Metals & Mining,Steel Pipes & Tubes
MAHSEAMLES,Maharashtra Seamless,Metals & Mining,Steel Pipes & Tubes
MANINDS,Man Industries (India),Metals & Mining,Steel Pipes & Tubes
GOODLUCK,Goodluck India,Metals & Mining,Steel Pipes & Tubes
VENUSPIPES,Venus Pipes & Tubes,Metals & Mining,Steel Pipes & Tubes
SURYAROSNI,Surya Roshni,Metals & Mining,Steel Pipes & Tubes
SAMBHV,Sambhv Steel Tubes,Metals & Mining,Steel Pipes & Tubes
JTLIND,Jtl Industries,Metals & Mining,Steel Pipes & Tubes
HITECH,Hi-Tech Pipes,Metals & Mining,Steel Pipes & Tubes
HARIOMPIPE,Hariom Pipe Industries,Metals & Mining,Steel Pipes & Tubes
SCODATUBES,Scoda Tubes,Metals & Mining,Steel Pipes & Tubes
AEROENTER,Aeroflex Enterprises,Metals & Mining,Steel Pipes & Tubes
SALASAR,Salasar Techno Engineering,Metals & Mining,Steel Pipes & Tubes
USHAMART,Usha Martin,Metals & Mining,Steel Wires & Wire Products
BANSALWIRE,Bansal Wire Industries,Metals & Mining,Steel Wires & Wire Products
RAJRATAN,Rajratan Global Wire,Metals & Mining,Steel Wires & Wire Products
BHARATWIRE,Bharat Wire Ropes,Metals & Mining,Steel Wires & Wire Products
NMDC,NMDC,Metals & Mining,Mining & Minerals
LLOYDSME,Lloyds Metals And Energy,Metals & Mining,Mining & Minerals
KIOCL,KIOCL,Metals & Mining,Mining & Minerals
VISL,Vedanta Iron and Steel,Metals & Mining,Mining & Minerals
SANDUMA,Sandur Manganese & Iron Ores,Metals & Mining,Mining & Minerals
ORISSAMINE,Orissa Minerals Development Company,Metals & Mining,Mining & Minerals
MOIL,MOIL,Metals & Mining,Mining & Minerals
BHARATCOAL,Bharat Coking Coal,Metals & Mining,Mining & Minerals
CMPDI,Central Mine Planning & Design Institute,Metals & Mining,Mining & Minerals
ASHAPURMIN,Ashapura Minechem,Metals & Mining,Mining & Minerals
20MICRONS,20 Microns,Metals & Mining,Mining & Minerals
DECNGOLD,Deccan Gold Mines,Metals & Mining,Mining & Minerals
IMFA,Indian Metals & Ferro Alloys,Metals & Mining,Ferro Alloys
MAITHANALL,Maithan Alloys,Metals & Mining,Ferro Alloys
SALSTEEL,S.A.L. Steel,Metals & Mining,Ferro Alloys
HINDALCO,Hindalco Industries,Metals & Mining,Aluminium
VAML,Vedanta Aluminium Metal,Metals & Mining,Aluminium
NATIONALUM,National Aluminium Company,Metals & Mining,Aluminium
HINDZINC,Hindustan Zinc,Metals & Mining,"Zinc, Copper & Diversified Metals"
VEDL,Vedanta,Metals & Mining,"Zinc, Copper & Diversified Metals"
HINDCOPPER,Hindustan Copper,Metals & Mining,"Zinc, Copper & Diversified Metals"
ARFIN,Arfin India,Metals & Mining,Non-Ferrous Metals
MMP,MMP Industries,Metals & Mining,Non-Ferrous Metals
CMRGREEN,CMR Green Technologies,Metals & Mining,Non-Ferrous Metals
BHAGYANGR,Bhagyanagar India,Metals & Mining,Non-Ferrous Metals
JAINREC,Jain Resource Recycling,Metals & Mining,Metal Recycling
STEELCAS,Steelcast,Capital Goods,Castings & Forgings
VOGL,Vedanta Oil and Gas,"Oil, Gas & Energy",Oil & Gas Exploration
AGARIND,Agarwal Industrial Corporation,"Oil, Gas & Energy",Lubricants & Specialty Oils
JGCHEM,J.G.Chemicals,Chemicals,Specialty & Performance Chemicals
IGIL,International Gemological Institute,Business Services,Outsourcing & Business Services
ULTRACEMCO,UltraTech Cement,Construction Materials,Cement - Large
AMBUJACEM,Ambuja Cements,Construction Materials,Cement - Large
SHREECEM,Shree Cement,Construction Materials,Cement - Large
JKCEMENT,JK Cement,Construction Materials,Cement - Large
DALBHARAT,Dalmia Bharat,Construction Materials,Cement - Large
ACC,ACC,Construction Materials,Cement - Large
RAMCOCEM,Ramco Cements,Construction Materials,Cement - Large
INDIACEM,India Cements,Construction Materials,Cement - Mid & Small
JSWCEMENT,JSW Cement,Construction Materials,Cement - Mid & Small
NUVOCO,Nuvoco Vistas Corporation,Construction Materials,Cement - Mid & Small
STARCEMENT,Star Cement,Construction Materials,Cement - Mid & Small
JKLAKSHMI,JK Lakshmi Cement,Construction Materials,Cement - Mid & Small
BIRLACORPN,Birla Corporation,Construction Materials,Cement - Mid & Small
PRSMJOHNSN,Prism Johnson,Construction Materials,Cement - Mid & Small
HEIDELBERG,HeidelbergCement India,Construction Materials,Cement - Mid & Small
MANGLMCEM,Mangalam Cement,Construction Materials,Cement - Mid & Small
ORIENTCEM,Orient Cement,Construction Materials,Cement - Mid & Small
KCP,KCP,Construction Materials,Cement - Mid & Small
DECCANCE,Deccan Cements,Construction Materials,Cement - Mid & Small
MIDWESTLTD,Midwest,Construction Materials,"Tiles, Sanitaryware & Stone"
CENTURYPLY,Century Plyboards (India),Construction Materials,Wood Panels & Laminates
GREENLAM,Greenlam Industries,Construction Materials,Wood Panels & Laminates
GREENPLY,Greenply Industries,Construction Materials,Wood Panels & Laminates
GREENPANEL,Greenpanel Industries,Construction Materials,Wood Panels & Laminates
EUROPRATIK,Euro Pratik Sales,Construction Materials,Wood Panels & Laminates
JKPAPER,JK Paper,"Paper, Packaging & Plastics",Paper & Paperboard
WSTCSTPAPR,West Coast Paper Mills,"Paper, Packaging & Plastics",Paper & Paperboard
ANDHRAPAP,Andhra Paper,"Paper, Packaging & Plastics",Paper & Paperboard
TNPL,Tamil Nadu Newsprint & Papers,"Paper, Packaging & Plastics",Paper & Paperboard
PDMJEPAPER,Pudumjee Paper Products,"Paper, Packaging & Plastics",Paper & Paperboard
GRASIM,Grasim Industries,Diversified,Conglomerates
TCC,TCC Concept,Real Estate,Coworking & Real Estate Services
ARTEMISMED,Artemis Medicare Services,Pharma & Healthcare,Hospitals
